08:08:18.566 [main] INFO com.opsmx.AuditClientServiceApplication -- Starting Audit client service...

  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
( ( )\___ | '_ | '_| | '_ \/ _` | \ \ \ \
 \\/  ___)| |_)| | | | | || (_| |  ) ) ) )
  '  |____| .__|_| |_|_| |_\__, | / / / /
 =========|_|==============|___/=/_/_/_/
 :: Spring Boot ::                (v3.2.2)

	at java.base/java.util.stream.ReferencePipeline.collect(ReferencePipeline.java:682) ~[na:na]
	at com.opsmx.auditclientservice.v1.utility.CommonUtility.prepareAppPolicyToIdMap(CommonUtility.java:470) ~[!/:0.0.1-SNAPSHOT]
	at com.opsmx.auditclientservice.v1.service.PolicyAuditServiceImpl.getAppWisePolicyViolationsCountsForAll(PolicyAuditServiceImpl.java:105) ~[!/:0.0.1-SNAPSHOT]
	at com.opsmx.auditclientservice.v2.controller.PolicyAuditController.getPolicyViolationsCount(PolicyAuditController.java:27) ~[!/:0.0.1-SNAPSHOT]
	at jdk.internal.reflect.GeneratedMethodAccessor99.invoke(Unknown Source) ~[na:na]
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[na:na]
	at java.base/java.lang.reflect.Method.invoke(Method.java:569) ~[na:na]
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:261) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:189) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:118) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:917) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:829) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1089) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:979) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1014) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:903) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:564) ~[tomcat-embed-core-10.1.18.jar!/:6.0.0]
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658) ~[tomcat-embed-core-10.1.18.jar!/:6.0.0]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:205) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51) ~[tomcat-embed-websocket-10.1.18.jar!/:na]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.springframework.web.filter.ServerHttpObservationFilter.doFilterInternal(ServerHttpObservationFilter.java:109) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:167) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:90) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:482) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:115) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:93) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.valves.RemoteIpValve.invoke(RemoteIpValve.java:735) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:340) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:391) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:896) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1744) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at java.base/java.lang.Thread.run(Thread.java:840) ~[na:na]

2024-10-18T08:43:38.864Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] a.s.AppPipelineDeliveryInsightsScheduler : updateLastRunDurationForOneDay started
2024-10-18T08:43:38.865Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights started
2024-10-18T08:43:38.866Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] a.s.AppPipelineDeliveryInsightsScheduler : updateAvgExecutionDurationForOneDay started
2024-10-18T08:43:38.866Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights started
2024-10-18T08:43:38.887Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsCommonChart    : getManualJudgementExecutionTimeAvg started
2024-10-18T08:43:38.887Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] c.o.a.v.c.DeliveryInsightsCommonChart    : getPipelineExecutionTime started
2024-10-18T08:43:38.893Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] a.s.AppPipelineDeliveryInsightsScheduler : updateAreaChartCountsForOneDay started
2024-10-18T08:43:38.893Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] c.o.a.v.c.DeliveryInsightsAreaChart      : updateAppPipelineDeliveryInsights started
2024-10-18T08:43:38.901Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] c.o.a.v.c.DeliveryInsightsAreaChart      : getPipelineStatusAndEndTimeByAppNames started
2024-10-18T08:43:38.908Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] c.o.a.v.c.DeliveryInsightsCommonChart    : getPipelineExecutionTime ended
2024-10-18T08:43:38.908Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsCommonChart    : getManualJudgementExecutionTimeAvg ended
2024-10-18T08:43:38.910Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of PipelineExecutionTime started
2024-10-18T08:43:38.910Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of PipelineExecutionTime ended
2024-10-18T08:43:38.910Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:43:38.912Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] a.s.AppPipelineDeliveryInsightsScheduler : updateLastRunDurationForOneDay ended
2024-10-18T08:43:38.913Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of ManualJudgementExecutionTimeAvg started
2024-10-18T08:43:38.913Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of ManualJudgementExecutionTimeAvg ended
2024-10-18T08:43:38.913Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:43:38.916Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] a.s.AppPipelineDeliveryInsightsScheduler : updateAvgExecutionDurationForOneDay ended
2024-10-18T08:43:38.917Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] c.o.a.v.c.DeliveryInsightsAreaChart      : getPipelineStatusAndEndTimeByAppNames ended
2024-10-18T08:43:38.917Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] c.o.a.v.c.DeliveryInsightsAreaChart      : save pipelineDeliveryInsightsData started
2024-10-18T08:43:38.918Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] c.o.a.v.c.DeliveryInsightsAreaChart      : save pipelineDeliveryInsightsData ended
2024-10-18T08:43:38.918Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] c.o.a.v.c.DeliveryInsightsAreaChart      : updateAppPipelineDeliveryInsights ended
2024-10-18T08:43:38.919Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] a.s.AppPipelineDeliveryInsightsScheduler : updateAreaChartCountsForOneDay ended
2024-10-18T08:43:39.018Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] a.s.AppPipelineDeliveryInsightsScheduler : updateActiveChartCountsForOneDay started
2024-10-18T08:43:39.018Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : updateAppPipelineDeliveryInsights started
2024-10-18T08:43:39.021Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] a.s.AppPipelineDeliveryInsightsScheduler : updateAreaChartCountsForOneWeek started
2024-10-18T08:43:39.021Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] c.o.a.v.c.DeliveryInsightsAreaChart      : updateAppPipelineDeliveryInsights started
2024-10-18T08:43:39.026Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline success counts started
2024-10-18T08:43:39.027Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] c.o.a.v.c.DeliveryInsightsAreaChart      : getPipelineStatusAndEndTimeByAppNames started
2024-10-18T08:43:39.036Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline success counts ended
2024-10-18T08:43:39.038Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline success counts started
2024-10-18T08:43:39.038Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline success counts ended
2024-10-18T08:43:39.038Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline fail counts started
2024-10-18T08:43:39.039Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] c.o.a.v.c.DeliveryInsightsAreaChart      : getPipelineStatusAndEndTimeByAppNames ended
2024-10-18T08:43:39.039Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] c.o.a.v.c.DeliveryInsightsAreaChart      : save pipelineDeliveryInsightsData started
2024-10-18T08:43:39.044Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] c.o.a.v.c.DeliveryInsightsAreaChart      : save pipelineDeliveryInsightsData ended
2024-10-18T08:43:39.044Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] c.o.a.v.c.DeliveryInsightsAreaChart      : updateAppPipelineDeliveryInsights ended
2024-10-18T08:43:39.046Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline fail counts ended
2024-10-18T08:43:39.048Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline fail counts started
2024-10-18T08:43:39.048Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline fail counts ended
2024-10-18T08:43:39.048Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:43:39.048Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] a.s.AppPipelineDeliveryInsightsScheduler : updateAreaChartCountsForOneWeek ended
2024-10-18T08:43:39.050Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] a.s.AppPipelineDeliveryInsightsScheduler : updateActiveChartCountsForOneDay ended
2024-10-18T08:43:39.111Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-10] a.s.AppPipelineDeliveryInsightsScheduler : updateAvgExecutionDurationForOneMonth started
2024-10-18T08:43:39.111Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-10] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights started
2024-10-18T08:43:39.119Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-10] c.o.a.v.c.DeliveryInsightsCommonChart    : getManualJudgementExecutionTimeAvg started
2024-10-18T08:43:39.128Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-10] c.o.a.v.c.DeliveryInsightsCommonChart    : getManualJudgementExecutionTimeAvg ended
2024-10-18T08:43:39.130Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-10] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of ManualJudgementExecutionTimeAvg started
2024-10-18T08:43:39.130Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-10] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of ManualJudgementExecutionTimeAvg ended
2024-10-18T08:43:39.130Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-10] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:43:39.132Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-10] a.s.AppPipelineDeliveryInsightsScheduler : updateAvgExecutionDurationForOneMonth ended
2024-10-18T08:43:39.183Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-15] a.s.AppPipelineDeliveryInsightsScheduler : updateAvgExecutionDurationForOneWeek started
2024-10-18T08:43:39.184Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-15] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights started
2024-10-18T08:43:39.191Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-15] c.o.a.v.c.DeliveryInsightsCommonChart    : getManualJudgementExecutionTimeAvg started
2024-10-18T08:43:39.200Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-15] c.o.a.v.c.DeliveryInsightsCommonChart    : getManualJudgementExecutionTimeAvg ended
2024-10-18T08:43:39.201Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-15] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of ManualJudgementExecutionTimeAvg started
2024-10-18T08:43:39.201Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-15] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of ManualJudgementExecutionTimeAvg ended
2024-10-18T08:43:39.201Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-15] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:43:39.203Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-15] a.s.AppPipelineDeliveryInsightsScheduler : updateAvgExecutionDurationForOneWeek ended
2024-10-18T08:43:39.227Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-3] a.s.AppPipelineDeliveryInsightsScheduler : updateAvgExecutionDurationForSixMonths started
2024-10-18T08:43:39.227Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-3] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights started
2024-10-18T08:43:39.229Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-12] a.s.AppPipelineDeliveryInsightsScheduler : updateAreaChartCountsForOneMonth started
2024-10-18T08:43:39.229Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-12] c.o.a.v.c.DeliveryInsightsAreaChart      : updateAppPipelineDeliveryInsights started
2024-10-18T08:43:39.234Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-3] c.o.a.v.c.DeliveryInsightsCommonChart    : getManualJudgementExecutionTimeAvg started
2024-10-18T08:43:39.236Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-12] c.o.a.v.c.DeliveryInsightsAreaChart      : getPipelineStatusAndEndTimeByAppNames started
2024-10-18T08:43:39.243Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-3] c.o.a.v.c.DeliveryInsightsCommonChart    : getManualJudgementExecutionTimeAvg ended
2024-10-18T08:43:39.244Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-12] c.o.a.v.c.DeliveryInsightsAreaChart      : getPipelineStatusAndEndTimeByAppNames ended
2024-10-18T08:43:39.244Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-12] c.o.a.v.c.DeliveryInsightsAreaChart      : save pipelineDeliveryInsightsData started
2024-10-18T08:43:39.245Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-3] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of ManualJudgementExecutionTimeAvg started
2024-10-18T08:43:39.246Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-3] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of ManualJudgementExecutionTimeAvg ended
2024-10-18T08:43:39.246Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-3] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:43:39.249Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-3] a.s.AppPipelineDeliveryInsightsScheduler : updateAvgExecutionDurationForSixMonths ended
2024-10-18T08:43:39.249Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-12] c.o.a.v.c.DeliveryInsightsAreaChart      : save pipelineDeliveryInsightsData ended
2024-10-18T08:43:39.249Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-12] c.o.a.v.c.DeliveryInsightsAreaChart      : updateAppPipelineDeliveryInsights ended
2024-10-18T08:43:39.252Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-12] a.s.AppPipelineDeliveryInsightsScheduler : updateAreaChartCountsForOneMonth ended
